Key,Description,Standard,CHT,EN,JP,CHS
SAY.Flowchart.250.???,,咕哦...!天才!天才呀!,咕哦...!天才!天才呀!,Oh...! Genius! Genius!,ああ.. 天才だ 天才だ,咕哦...!天才!天才呀!
SAY.Flowchart.251.,,"史黛拉的動作對雙方都帶來了極大的快感,再度收緊的肉壁將肉棒死死的纏住,彷彿抓住獵物的血盆大口,在費力也無法逃脫掌握。","史黛拉的動作對雙方都帶來了極大的快感,再度收緊的肉壁將肉棒死死的纏住,彷彿抓住獵物的血盆大口,在費力也無法逃脫掌握。","Stella's movements brought great pleasure to both of them, the walls tightened again and wrapped around the rod as if it were a bloody maw that had grabbed its prey and could not be escaped from its grasp even with great effort.",ステラの動きは双方に大きな快感をもたらし、まるで獲物の血まみれの口を捉えたかのように、引き締まった肉壁が肉棒にしっかりと絡みつき、どんなに頑張っても逃れることはできなかった。,"史黛拉的动作对双方都带来了极大的快感,再度收紧的肉壁将肉棒死死的缠住,仿佛抓住猎物的血盆大口,在费力也无法逃脱掌握。"
SAY.Flowchart.252.Stella,,哈啊....哈啊...神啊...神啊...!啊啊...!,哈啊....哈啊...神啊...神啊...!啊啊...!,.... Ah God... God...!!!! Ahhhh...!!!!,ハア．．． ハア... 神様... 神よ...！ ああ...ああ...!!!,哈啊....哈啊...神啊...神啊...!啊啊...!
SAY.Flowchart.253.,,"史黛拉開始了禱告,雖然神智不清的她無法正確的念好禱詞,但相信她的虔誠被她所信賴的神都一一看在眼裡。","史黛拉開始了禱告,雖然神智不清的她無法正確的念好禱詞,但相信她的虔誠被她所信賴的神都一一看在眼裡。","Stella began to pray, and although she was too delirious to recite the prayers correctly, she believed that her devotion was seen by the God in whom she trusted.",ステラは祈り始め、錯乱状態で祈りを正確に唱えることはできなかったが、その献身は彼女が信頼している神に見られていると信じていた。,"史黛拉开始了祷告,虽然神智不清的她无法正确的念好祷词,但相信她的虔诚被她所信赖的神都一一看在眼里。"
SAY.Flowchart.254.Stella,,要去了...!要去了...!請帶我去吧!,要去了...!要去了...!請帶我去吧!,Going for it...! I'm going...! Please take me!,行きます…! 行きます…!連れて行ってくれ,要去了...!要去了...!请带我去吧!
SAY.Flowchart.255.???,,讓我們...一起...,讓我們...一起...,Let's... Together...,一緒に... 一緒に...,让我们...一起...
SAY.Flowchart.257.,,"大量的精液從肉棒被擠出,像是被捏著的水管承受不住爆發一樣,狠狠的充向史黛拉的子宮。","大量的精液從肉棒被擠出,像是被捏著的水管承受不住爆發一樣,狠狠的充向史黛拉的子宮。",Haha... Haaaa... Yaah !!!!!,ハハ... ハア... ヤアアアアアアアアアアアアアアアアアアアアアアアア!!!!,"大量的精液从肉棒被挤出,像是被捏着的水管承受不住爆发一样,狠狠的充向史黛拉的子宫。"
SAY.Flowchart.256.Stella,,哈啊...哈啊...呀啊啊啊啊啊啊!!!!!,哈啊...哈啊...呀啊啊啊啊啊啊!!!!!,"A large amount of semen was squeezed out of the rod, and like a pinched hose that couldn't take the burst, it filled Stella's uterus hard.",竿から大量の精液が絞り出され、破裂に耐え切れずつまったホースのように、ステラの子宮に怒涛のごとく襲いかかった。,哈啊...哈啊...呀啊啊啊啊啊啊!!!!!
SAY.Flowchart.258.,,"同一時間,史黛拉的初次高潮帶給了她額外的體驗,眼前一片空白卻不影響史黛拉看見天國的樣子。","同一時間,史黛拉的初次高潮帶給了她額外的體驗,眼前一片空白卻不影響史黛拉看見天國的樣子。","At the same time, Stella's first orgasm gave her an extra experience. The blankness in front of her eyes did not affect Stella's vision of heaven.",同時に、ステラの最初のオーガズムは彼女に特別な経験を与えました。彼女の目の前の空白はステラの天国のビジョンに影響を与えませんでした。,"同一时间,史黛拉的初次高潮带给了她额外的体验,眼前一片空白却不影响史黛拉看见天国的样子。"
SAY.Flowchart.259.Stella,,好幸福...這就是..天國...!,好幸福...這就是..天國...!,So happy...this is...the kingdom of heaven...!,とても幸せです...ここは...天国です...!,好幸福...这就是..天国...!
SAY.Flowchart.260.,,"在此時此刻,史黛拉忘卻了人世間的煩惱,不用思考著誰的苦難,也無須思考今天晚上要吃甚麼,種種的問題都被拋到九霄雲外,在某種意義上,真正的來到了天國。","在此時此刻,史黛拉忘卻了人世間的煩惱,不用思考著誰的苦難,也無須思考今天晚上要吃甚麼,種種的問題都被拋到九霄雲外,在某種意義上,真正的來到了天國。","At this moment, Stella forgot about the troubles in the world. She didn’t need to think about whose suffering or what she was going to eat tonight. All kinds of problems were thrown away. In a sense, she had truly arrived. Heaven.",この瞬間、ステラはこの世の悩みを忘れ、誰の苦しみを考える必要もなく、今夜何を食べようかと考える必要もなく、あらゆる問題が風と共に去り、ある意味、本当に天の御国にやって来たのだ。,"在此时此刻,史黛拉忘却了人世间的烦恼,不用思考着谁的苦难,也无须思考今天晚上要吃什么,种种的问题都被抛到九霄云外,在某种意义上,真正的来到了天国。"
SAY.Flowchart.261.,,"史黛拉雙手扣著嘴上念念有詞,放服要將世間的苦痛全都消除一般,看著悟出道了的史黛拉,???悄聲無息的離開了房間,消失在夜色之中.......","史黛拉雙手扣著嘴上念念有詞,放服要將世間的苦痛全都消除一般,看著悟出道了的史黛拉,???悄聲無息的離開了房間,消失在夜色之中.......","Stella hands clasped on the mouth recited words, put on the service to eliminate all the suffering in the world in general, look at the enlightenment of Stella, the wizard quietly and quietly left the room, disappeared in the night .......",真実を悟ったステラを見て、魔法使いは静かに部屋を出て夜の闇に消えていった……。,"史黛拉双手扣着嘴上念念有词,放服要将世间的苦痛全都消除一般,看着悟出道了的史黛拉,???悄声无息的离开了房间,消失在夜色之中. ......"
CHARACTER.Stella,,Stella,史黛菈,Stella,ステラ,
CHARACTER.Mia,,Mia,米婭,Mia,ミア,
CHARACTER.???,,???,???,???,???,
CHARACTER.Elise,,Elise,伊莉絲,Elise,イリーゼ,
